id,autahunor,guid,description,Text Cleaning,Sentiment
1110,@aziznalole1651,UgxGDLvtR-FUD2ly2yp4AaABAg,Mendikbud dapat rapor merah,Mendikbud rapor merah,negatif
1111,@faturrizki2355,UgwJryksdgFl1ls_DLd4AaABAg,Eh min kenapa di jepan jasa lebih dihargai dari pada barang,Eh min jepan jasa dihargai barang,netral
1112,@lelakorikumala352,UgwnJV5DRJDs_Q9QRoN4AaABAg,"Di Jepang, pendidikan moral dan Budi pekerti kepada anak-anak sejak TK, jauh lebih penting daripada mereka sekedar jago hitung2an matematika. Jepang menciptakan manusia, pendidikan di Indonesia menciptakan robot pekerja...",Jepang pendidikan moral budi pekerti anakanak tk sekedar jago hitungan matematika jepang menciptakan manusia pendidikan indonesia menciptakan robot pekerja,positif
1113,@maldurraayy1610,UgyYLrOOsib_GSpYtdJ4AaABAg,"Kenapa pas di perbandingan pendidikan gua merasa merinding, sedih dan terharu ya? :""(",Pa perbandingan pendidikan gua merinding sedih terharu ya,positif
1114,@ramatj7500,UgyHMClHFOcZyJwU1G14AaABAg,Kak saya mau tanya apakah UU omnibus law ini berlaku.,Kak uu omnibus law berlaku,positif
1115,@mutiasarifaturochmi601,UgxMKG0mtq55PRh1aiN4AaABAg,Good Jobbbb!!!!,Good jobbbb,positif
1116,@nathaniaadventry,Ugw2JOmhsGygP30MwU14AaABAg,Aku kok mo nangis ya dengernyaðŸ˜­,Mo nangis ya dengernya,negatif
1117,@Teknologgind,Ugzz4HKo28QMacoo2UN4AaABAg,Dijelaskan dengan kalem (y),Kalem y,netral
1118,@dhaniaja2470,UgytKJtD5si_WxLLxFd4AaABAg,Y,Y,netral
1119,@rikitardiansyah667,UgwIEhi9LP45ipWoCH14AaABAg,bukan kaleng2. yg kaya gini harus d bikin tranding. pembahasan objective dengan refferensi yg jelas.. fix no debat,Kaleng yg kaya gini d bikin tranding pembahasan objective refferensi yg fix no debat,positif
1120,@sugakonawe2257,Ugy1DOzKtYne8x8PP5F4AaABAg,Standing applause,Standing applause,positif
1121,@kitsel8,Ugz3ZxBbi34_UY7s55p4AaABAg,Terbaik kok bisa :\'),Terbaik,positif
1122,@maqland5127,UgwSQbYXnmmrQooRsdp4AaABAg,Indonesia kekurangan orang jujur,Indonesia kekurangan orang jujur,positif
1123,@sonimardika9469,UgwSQbYXnmmrQooRsdp4AaABAg.9FWA8Y8NUge9G7UaRNCY7w,"Di negara Eropa yang maju , insinyur aja cuman jadi buruh kasar..... Tapi levelnya beda jauh, lihat aja pabrik mobil mewah cem Lamborghini, Ferrari, Koenigsegg, bentley DLL,.... Mereka insinyur, tapi kerja kasar, tapi inget yaaa.... Mereka itu levelnya beda jauh.... Tapi jangan pernah lupa... Musuh ekonomi Indonesia itu korupsi2 besar,bukannya sepi investasi",Negara eropa maju insinyur aja cuman buruh kasar levelnya beda lihat aja pabrik mobil mewah cem lamborghini ferrari koenigsegg bentley dll insinyur kerja kasar inget yaaa levelnya beda lupa musuh ekonomi indonesia korupsi besarbukannya sepi investasi,positif
1124,@ryunime6600,Ugy7q-6UvAKTjkUOTcJ4AaABAg,Sama sdm manusianya kalau begitu mari kita tingkatkan skill kita karna juga menurut gua demo itu useless dsripsda tawuran mending belajar dan tingkstkan skill,Sdm manusianya mari tingkatkan skill karna gua demo useless dsripsda tawuran mending belajar tingkstkan skill,positif
1125,@adhikarrang6978,UgxkwhgfOyLpb_fDeIZ4AaABAg,Persiapkan diri untuk bertahan di 4.0 kawan!,Persiapkan bertahan kawan,positif
1126,@devispurba3208,UgxNXaJMM0Mei-mbnlB4AaABAg,INTINYA BIDANG PENDIDIKAN DULU,Intinya bidang pendidikan,positif
1127,@manusiabiasa4095,UgyzAFVytKyf4BStmZl4AaABAg,Keren min,Keren min,positif
1128,@godspeedmedan,Ugz9qOj9Fp14GFZwukl4AaABAg,Gimana pendidikan mau lebih baik klo kehidupan para guru masih jauh dibawah garis kemiskinan.,Gimana pendidikan klo kehidupan guru dibawah gari kemiskinan,positif
1129,@reynaldisapoetra6239,UgziL_S-GSMpQIKeQp94AaABAg,nonton ini karena penasaran sama kolom komentar,Nonton penasaran kolom komentar,positif
1130,@irkhamistiansyah7233,UgzD8c6xqwgKGcgAH9l4AaABAg,"benar, bagaimana bisa maju jika faktor pendukung (sdm) kualitasnya belum merata. kita negara kepulauan yang ambis akan kemenangan tetapi kecil pikiran #thinkbig",Maju faktor pendukung sdm kualitasnya merata negara kepulauan ambis kemenangan pikiran thinkbig,positif
1131,@MUSIKREMIXKU,UgzxiJUsIGGPivFYCZJ4AaABAg,"di video ini saya melihat. kok bisa mau bilang uud ini merugikan rakyat kecil, lalu banyaknya investor nnt cuma buat memperbanyak koruptor yg korupsi, banyknya pekerja china yg datang, dan peluang kerja yg ada akan susah di dapat masyarakat menengah kebawah",Video bilang uud merugikan rakyat banyaknya investor nnt memperbanyak koruptor yg korupsi banyknya pekerja china yg peluang kerja yg susah masyarakat menengah kebawah,negatif
1132,@cukupabdulsyukur3705,Ugywq6ADlhOlPj9ep1l4AaABAg,Kok bisa sangatttt netral bangettt... Penyajian yang sangat ilmiah yang mudah dimengerti publik...,Sangatttt netral bangettt penyajian ilmiah mudah dimengerti publik,positif
1133,@ramandaputra2641,Ugwd5MOjcX4WN7NOksl4AaABAg,SETUJUUU. INVESTASI NYA DIMAKAN KORUPTOR,Setujuuu investasi nya dimakan koruptor,positif
1134,@aiunknownx9879,UgzLixz9k0V90iTp6SF4AaABAg,Jebakan betmen,Jebakan betmen,negatif
1135,@32niwayanerikadesianti29,Ugya3zno94FiyXsdVTF4AaABAg,ini bahas omnibus law knp nangis siðŸ˜­ #dasaraku,Bahas omnibus law knp nangis si dasaraku,negatif
1136,@ariaa6892,Ugw2filIpY9gDMr3Nlt4AaABAg,Musuh terbesar ekonomi indonesia bukan minimnya investasi tapi maraknya korupsi,Musuh terbesar ekonomi indonesia minimnya investasi maraknya korupsi,positif
1137,@imronnasrulloh9788,UgzRzEWo_dPQshcuNyh4AaABAg,Itu nama File di menit 3:56 sama persis kaya nama Laporan tugas kuliah gw haha Ada (fix) segala ðŸ˜‚ Kalau gw nambah (fix new) ðŸ˜‚ Apakah ada yang sama?,Nama file menit persis kaya nama laporan tugas kuliah gw haha fix gw nambah fix new,netral
1138,@dianoaristo,UgyOb8XvXnD43Z6-f-14AaABAg,"Kata kata bijak hari ini: ""Musuh terbesar ekonomi kita bukan minimnya investasi, tetapi maraknya korupsi""",Bijak musuh terbesar ekonomi minimnya investasi maraknya korupsi,positif
1139,@KiBee0581,UgwXNH4SxKA5OhS8ByN4AaABAg,"kobi, coba dong bahas kontribusi kaum milenial buat negara, ngejawab pernyataan bu mega",Kobi coba bahas kontribusi kaum milenial negara ngejawab pernyataan bu mega,netral
1140,@wuland.arii11,UgxxZyaS6d2pYPWZkFF4AaABAg,"Cuma bisa berdoa yg terbaik terbagus utk indonesia isi nya utk dunia akherat.. tapi satu hal yg mau aku kritik, supaya anak2 indonesia kelas 1 2 sd-nya lebih fokus di ajarkan utk disiplin waktu, disiplin buang sampah menejemen emosi.",Berdoa yg terbaik terbagus utk indonesia isi nya utk dunia akherat yg kritik anak indonesia kelas sdnya fokus ajarkan utk disiplin disiplin buang sampah menejemen emosi,positif
1141,@rijalrohman7645,UgywWuYnCA6ZF0G8gb14AaABAg,SEMOGA GAGAL,Semoga gagal,negatif
1142,@alikeren1736,UgwVj8EkdLhuJ9uu8zd4AaABAg,Konten edukasi yg bnr2 membuat mata nyaman .. Enak dilihatnya .. Btw tonton jg video ini donk heheh https://youtu.be/Uiv0vmlcXvs,Konten edukasi yg bnr mata nyaman enak dilihatnya btw tonton jg video donk heheh httpsyoutubeuivvmlcxvs,positif
1143,@steffisinay,UgwXLIPCBBS6zK7mT954AaABAg,Seneng banget nonton video iniâ¤ï¸ Good job kobiâœ¨âœ¨,Seneng banget nonton video good job kobi,positif
1144,@MuhammadNaufalNafi,UgxUpSMU-TA1Em2LQdB4AaABAg,Tanya dong kenapa apa orang yang memakai kacamata ketika mengendarai motor tetap beresiko kelilipan,Orang memakai kacamata mengendarai motor beresiko kelilipan,positif
1145,@el-coustic2099,Ugzx_JLV1aghcbBApb14AaABAg,Kita itu lucu... Masih banyak sogokan di manaÂ² mau masuk kerja Pake ADM akhirnya inilah penyebab pengangguran. Dan yg masuk kerja krna ADM bukan berarti dia akhli karna kadang yang akhli tapi gapunya uang atau orang dalem gabisa masuk kerja. Akhirnya pengusaha pusing karna apa mereka dapat karyawan yg skilnya pasÂ²n Semangat kerjanya berkurang nuntut gaji tinggi krna dia mikirnya udahh keluar uang banyak buat masuk kerja tp masa gabalik modal Betul kan,Lucu sogokan manaÂ² masuk kerja pake adm penyebab pengangguran yg masuk kerja krna adm akhli karna kadang akhli gapunya uang orang dalem gabisa masuk kerja pengusaha pusing karna karyawan yg skilnya pasÂ²n semangat kerjanya berkurang nuntut gaji krna mikirnya udahh uang masuk kerja tp gabalik modal,negatif
1146,@bellaandini1176,UgzbCQ6j1EKdZyJ6tWd4AaABAg,tak ingin aku menerka nerka semua tentang omnibus law,Menerka nerka omnibus law,netral
1147,@ilyasmusyaffa6805,UgwyjvYCcNTbSuezCC14AaABAg,"Kata kuncinya ""permasalahan Indonesia bukan di lapangan pekerjaan, Tapi di PENDIDIKAN"" #KAWALTERUSOMNIBUSLAW",Kuncinya permasalahan indonesia lapangan pekerjaan pendidikan kawalterusomnibuslaw,positif
1148,@ralingsa1670,UgxI_BKRyGT-FpbY0it4AaABAg,"sebenernya kenapa rakyat demo untuk mengemukakan pendapat? kenapa gak dibuat forum sebagai sosialisasi dan mangambil masukan dari perwakilan lapisan masyarakat. daripada ricuh dijalanan dan menimbulkan korban, mungkin dengan diadakan forum dari perwakilan lapisan masyarakat bisa menjadi lebih terdengar dan lebih transparan, apakah ""perwakilan rakyat"" itu benar benar mewakili rakyat. terutama mereka seperti bem yang sepertinya paham banyak tentang politik.",Sebenernya rakyat demo mengemukakan pendapat gak forum sosialisasi mangambil masukan perwakilan lapisan masyarakat ricuh dijalanan menimbulkan korban diadakan forum perwakilan lapisan masyarakat terdengar transparan perwakilan rakyat mewakili rakyat bem paham politik,positif
1149,@natlylyx6555,UgwdznN2FQbts6ogr214AaABAg,"Terimakasih kok bisa, ini informasi yang penting ðŸ‘",Terimakasih informasi,positif
1150,@hanifmuhammad5617,UgyVIwXQtpB_2ymMrGR4AaABAg,Sperti biasa... Terima kasih,Sperti terima kasih,positif
1151,@asdafpseudonyms6112,UgzlfxxxE4T1ctmyCat4AaABAg,"""kok bisa"" kayak pembicara ke-3 tim netral",Kayak pembicara tim netral,positif
1152,@PanggabeanYT,UgyDWLDm9cCAae5R80d4AaABAg,Makasih infonya,Makasih infonya,positif
1153,@bundatriokz9904,UgxD0LqB9m8jl5wSjUB4AaABAg,"Ini adalah vidio terbaik dari channel kok bisa : ) Semangat terus membangun channel yang bermanfaat, bukan channel vlogÂ² an : D",Vidio terbaik channel semangat membangun channel bermanfaat channel vlogÂ² an d,positif
1154,@dedensuhendar4980,UgxN0RTeEWhYN5aAbqx4AaABAg,UU TEMBAK MATI KORUPTOR !!,Uu tembak mati koruptor,negatif
1155,@im.rabban,UgxL1Js14ldBTTgb7j94AaABAg,Js,J,netral
1156,@feeltiscatcus8839,UgxVzRaD6A3zfIXyDNx4AaABAg,"Nah itu, apalagi karena hoax yang beredar makanya masyarakat pada demo dan ga percaya, semisal pemerintah benar benar kasih klarifikasi dan terbuka dengan UU dan dijelaskan satu satu, meskipun ada hoax masyarakat bakal percaya kok",Hoax beredar masyarakat demo ga percaya pemerintah kasih klarifikasi terbuka uu hoax masyarakat percaya,negatif
1157,@ziiessth3964,UgwJjmsdSFdAuj6sTcl4AaABAg,"*Jangan lupa! Dibalik kerusuhan ini, ada dalang penghasutnya. Baikpun dari warga negara sendiri, maupun dari warga negara tetangga. Suka sekali mereka selalu ikut campur dengan permasalahan di indonesia!!*",Lupa dibalik kerusuhan dalang penghasutnya baikpun warga negara warga negara tetangga suka campur permasalahan indonesia,negatif
1158,@peronron4661,UgxKtqBXQJMDowopAXF4AaABAg,Lucu. Mereka yang menjabat pendidikan mereka tinggi loh. tapi masih aja korup dan apatis. Kalo ketarampilan doang diutamakan manusia mah gampang kalo udah diulangÂ² praktek pasti bisa. Tapi kalo udah korup gak bakalan bisa di basmi kalo pengakan hukum nya tumpul keatas tajam kebawah. Indonesia bukan butuh itu. Tapi butuh musuh. Agar bisa keluar dari zona nyaman.,Lucu menjabat pendidikan loh aja korup apatis kalo ketarampilan doang diutamakan manusia mah gampang kalo udah diulangÂ² praktek kalo udah korup gak basmi kalo pengakan hukum nya tumpul keatas tajam kebawah indonesia butuh butuh musuh zona nyaman,negatif
1159,@indrabayu8139,UgxuPRmmRCE6x_OQShp4AaABAg,"Pendidikan Indonesia memang masih belum cukup baik. Tapi pemerintah dari tahun ke tahun berusaha meningkatkan kualitas pendidikan. Di Era Suharto, Untuk bisa menjadi guru SD cukup dengan pendidikan SPG (sekolah pendidikan guru) yg setara SMA. lalu kemudian aturan direvisi, menjadi minimal lulusan S1 pendidikan guru. Dulu untuk menjadi dosen, harus minimal lulusan S1, sekarang harus minimal S2 dan ada kabar nanti diharuskan lulusan S3. Artinya pemerintah berusaha meningkatkan kualitas pengajar karena guru adalah instrumen terpenting dari pendidikan. kemudian di era SBY, pemerintah meneken UU untuk mengalokasikan APBN untuk pendidikan minimal 20% yg sebenaernya sangat besar. Lalu pemerintah mengeluarkan beberapa beasiswa untuk orang tidak mampu tapi berprestasi (bidik misi, LPDP, dll). pemerintah juga mulai memberikan dana BOS untuk sekolah SD sampai SMA. Saat ini di banyak daerah sudah mulai gratis pendidikan dari SD sampai SMA. Dulu wajib belajar itu hanya 9 tahun (sampai SMP). Sekarang wajib belajar adaah 12 tahun. Itu tandanya apa? Artinya pemerintah daei tahun ke tahun mengeluarkan kebijakan untuk kemajuan pendidikan. kita tidak bisa langsung berharap langsung seperti negara maju. Bertahap bung apalagi Indonesia adalah negara yang sangat luas. sangat susah mengurusnya. Berkembangnya pendidikan indonesia bisa ditrack dengan melihat rasio buta huruf do seluruh Indonesia yg terus mengecil.",Pendidikan indonesia pemerintah berusaha meningkatkan kualitas pendidikan era suharto guru sd pendidikan spg sekolah pendidikan guru yg setara sma aturan direvisi minimal lulusan s pendidikan guru dosen minimal lulusan s minimal s kabar diharuskan lulusan s pemerintah berusaha meningkatkan kualitas pengajar guru instrumen terpenting pendidikan era sby pemerintah meneken uu mengalokasikan apbn pendidikan minimal yg sebenaernya pemerintah mengeluarkan beasiswa orang berprestasi bidik misi lpdp dll pemerintah dana bos sekolah sd sma daerah gratis pendidikan sd sma wajib belajar smp wajib belajar adaah tandanya pemerintah daei mengeluarkan kebijakan kemajuan pendidikan langsung berharap langsung negara maju bertahap indonesia negara luas susah mengurusnya berkembangnya pendidikan indonesia ditrack rasio buta huruf do indonesia yg mengecil,positif
1160,@playergaming9614,Ugy4zNX_mnp_HJgnHdl4AaABAg,"Aku masih bingung knp kok di demo, karna aku cuma ngerti kalo di bahas semua, jadi masih bingung knp kok di demo",Bingung knp demo karna ngerti kalo bahas bingung knp demo,netral
1161,@kevinnagamine,UgzUKGrIdXWKlRy_XqJ4AaABAg,"Min mau tanya, bisakah Presiden RI 3 periode atau lebih?",Min presiden ri periode,netral
1162,@indahsuprapti8122,Ugzp5Y32ZzxVGgU8fPl4AaABAg,â¤ï¸,,netral
1163,@dediranto7592,UgwG7pPx0U3HYYl-blh4AaABAg,Bang coba vidio alasan kita pakai sempak kalau gk pake sempak gimana jelasin ya mkcih,Bang coba vidio alasan pakai sempak gk pake sempak gimana jelasin ya mkcih,netral
1164,@pwfitid,UgymOweu8CPqRPjjsS14AaABAg,"Kalo mau negara itu sedikit korupsinya, jangan lagi ada BUMN. BUMN itu symbol dari state capitalism alias komunisme. Harusnya investasi itu masuk ke swasta atau rakyat, bukan ke kantong negara/pemerintah.",Kalo negara korupsinya bumn bumn symbol state capitalism alias komunisme investasi masuk swasta rakyat kantong negarapemerintah,positif
1165,@imspiderman2805,UgwwVui1X0--hU2142V4AaABAg,Kebanyakan yg komen disini adalah org org yg setuju dengan omnibus law. Mahasiswa itu akal dan hatinya Masyarakat broo.,Kebanyakan yg komen org org yg setuju omnibus law mahasiswa akal hatinya masyarakat broo,positif
1166,@MrMuhsai,UgxLAP6eUa4HOvAsX5h4AaABAg,Luar biasa penjelasannya. Dua jempol utk Kok Bisa?. Semoga rakyat Indonesia semakin makmur.,Penjelasannya jempol utk semoga rakyat indonesia makmur,positif
1167,@iam_dofy,Ugwh1Din5Eg6567Hbch4AaABAg,Keren parah ðŸ˜­,Keren parah,positif
1168,@RinaldiZulfikar,Ugw-ReByFBs58BOj_V14AaABAg,merinding gw nontonnya!,Merinding gw nontonnya,positif
1169,@rakryansanga1321,Ugxg2od236JvZkXEUMd4AaABAg,Kok bisa menjelaskan omnibus law secara sederhana Dan mudah dimengerti,Omnibus law sederhana mudah dimengerti,positif
1170,@zhifran9255,UgwG7ksj6k4vvB-csyl4AaABAg,Suaranya mirip rog clips anjirr,Suaranya rog clip anjirr,netral
1171,@duniacewek7247,UgwgzWxA5-bdS8r0XUx4AaABAg,"Min, apakah aman kalau kita makan makanan yg habis/baru dimakan Semut?? Ditunggu Videonya!! #BeraniBertanya",Min aman makan makanan yg habisbaru dimakan semut ditunggu videonya beranibertanya,netral
1172,@duniacewek7247,UgwLk9t6-XIEq0hViyp4AaABAg,"Min, apakah aman kalau kita makan makanan yg habis/baru dimakan Semut?? Ditunggu Videonya!! #BeraniBertanya",Min aman makan makanan yg habisbaru dimakan semut ditunggu videonya beranibertanya,netral
1173,@paksenyum6672,Ugx2NmGRpX0hTyu1cUd4AaABAg,"Mau tanya , mengapa pemerintah Indonesia ingin mencari kehidupan diluar angkasa? Terima kasi",Pemerintah indonesia mencari kehidupan diluar angkasa terima kasi,netral
1174,@widihenryavryant8387,UgwWKyHlziiZhLRfJUR4AaABAg,"dari semua video kok bisa yg saya tonton,sejak pertama saya mengenal kok bisa,ini video pertama yg menurut saya ""menggantung"" saya ga paham, padahal biasanya video kok bisa selalu tuntas,",Video yg tontonsejak mengenal bisaini video yg menggantung ga paham video tuntas,positif
1175,@tronz7496,Ugx96Fn5wjlZXMRiesR4AaABAg,"gw masih bingung sama sosial media kayak youtube,tiktok dll itu kolo drama tuh rame bangeeet giliran pendidikan kayak gini malah sepi,biasa ajaðŸ˜ŒðŸ˜Œ",Gw bingung sosial medium kayak youtubetiktok dll kolo drama tuh rame bangeeet giliran pendidikan kayak gini sepibiasa aja,positif
1176,@generasiemas2809,UgzpSR8s6ZgpU9eM8r54AaABAg,"Kalo mau jadi negara maju, perbaiki dulu tenaga pengajar nya... Dan generasi muda khususnya di tingkat PAUD ,TK , SD Guru / dosen terkadang pelit ilmu dan jadi killer Anak didiknya keterlaluan kurang ajar",Kalo negara maju perbaiki tenaga pengajar nya generasi muda tingkat paud tk sd guru dosen terkadang pelit ilmu killer anak didiknya ajar,positif
1177,@stefayuwiko,UgxLTa7Qkoo959jZXD54AaABAg,Menurut temen2 ini gimana? https://youtu.be/ElhKhnoZuk4,Temen gimana httpsyoutubeelhkhnozuk,netral
1178,@begoinla1040,Ugyx9c9HJYPncNJhBux4AaABAg,EEEE KORUPSII NJIRRRR,Eeee korupsii njirrrr,negatif
1179,@tubagusfadilismail6614,UgxNZVNBCoNKKnmJZIh4AaABAg,"Masih kurang,Ibarat Bakso.",Kurangibarat bakso,netral
1180,@fandyismatullah8358,UgyhJNe07L-e2jLDeRt4AaABAg,Negara maju kl mengandalkan kejujuran dan keadilan bukan keterampilan,Negara maju kl mengandalkan kejujuran keadilan keterampilan,positif
1181,@del_fadel1447,UgwRRoP_yYWZUEBzcxx4AaABAg,Pendidikan karakter.. pramuka wajib 6 tahun wkwkwk mantap jiwa..,Pendidikan karakter pramuka wajib wkwkwk mantap jiwa,positif
1182,@zulmanidrus5600,UgzY1OTFA21FZ1mHj1x4AaABAg,LANJUTKAN ðŸ‡ºðŸ‡¸..,Lanjutkan,positif
1183,@KevinWiyarnanda,Ugzyk1PGSF5xg-ddeHB4AaABAg,Otw share video ini ke grup WhatsApp keluarga,Otw share video grup whatsapp keluarga,positif
1184,@ryanferdiansyah71,UgyOKGfDd6QfyxQKr2R4AaABAg,Ok buzzer,Ok buzzer,positif
1185,@nikenvntge,UgzG3tbMT-nov8GcQ8Z4AaABAg,Dari semua konten kok bisa ini yang paling kerennnðŸ˜­ðŸ˜­ðŸ˜­,Konten kerennn,positif
1186,@HanifaLaira,UgzXgucbW9ddR3Olmst4AaABAg,Haduh bingungðŸ˜­ðŸ˜µ,Haduh bingung,positif
1187,@ghanimusic_indo,UgyVTPyzu3ywu7KDfBJ4AaABAg,backsound 0:39 apa namanya gan,Backsound namanya gan,netral
1188,@restuandriyanmaullana7567,UgwhqepJaP7X1JKITzd4AaABAg,Jadikan channel kok bisa banyak viewernya sing viral deh aminn !!!!!! Karna semua konten disini selalu membawa manfaat bagi yg nonton SEMOGA SEMUA PESAN PESAN YG INGIN TIM KOK BISA SAMPAIKAN BISA TERSAMPAIKAN PADA PENONTON AMINN,Jadikan channel viewernya sing viral deh aminn karna konten membawa manfaat yg nonton semoga pesan pesan yg tim penonton aminn,positif
1189,@restuandriyanmaullana7567,UgzNfUny-k0jP-4vo-Z4AaABAg,Hayu semua kita bangkit dari gabut dan langkahkan kepengenan dari sekedar pen iPhone 12 ke jadi pen apal 12 mata pelajaran sekolah sekaligus SELAMAT HARI SUMPAH PEMUDA SEMUA !!!!!! ðŸ‡®ðŸ‡©ðŸ‡®ðŸ‡©ðŸ‡®ðŸ‡©ðŸ‡®ðŸ‡©,Hayu bangkit gabut langkahkan kepengenan sekedar pen iphone pen apal mata pelajaran sekolah selamat sumpah pemuda,positif
1190,@zulariza9614,UgzDkep5wrBPCTZEcJV4AaABAg,Apa isi omnibuslaw,Isi omnibuslaw,positif
1191,@andriasdickson7129,UgwRsJPHmWuqghtvMNl4AaABAg,wait.... LifeInvader??? Anjir Kok Bisa fans berat GTA LMAOOOOO,Wait lifeinvader anjir fan berat gta lmaooooo,positif
1192,@jeremylantu6710,Ugz4IVwDmVx0m87lakt4AaABAg,nih adminnya cocok jadi presiden 2024,Nih adminnya cocok presiden,positif
1193,@Wijaya..,Ugz4IVwDmVx0m87lakt4AaABAg.9FLsdL1oz349FNszXrRsKv,Masih ada yang dislike tolong berikan alasan kenapa masi ada yang dislike?,Dislike tolong alasan masi dislike,positif
1194,@Marcel-kx4pc,Ugz4IVwDmVx0m87lakt4AaABAg.9FLsdL1oz349FO-b42VKbt,Karena mereka sudah percaya dengan hoax dan otak merek agak jalan kayak bocil bocil,Percaya hoax otak merek jalan kayak bocil bocil,positif
1195,@Wijaya..,Ugz6RCZ1B1B9eefeggR4AaABAg,@@Marcel-kx4pc OOO gitu maksi info ny,Marcelkxpc ooo gitu maksi info ny,positif
1196,@ceweksangeee9092,Ugx9tEfT9KpPNo5iagB4AaABAg,Kok bisa ikut politik,Politik,positif
1197,@arinawalda5920,Ugwa1j3tD9nPxSkPIFJ4AaABAg,Kenapa kobi kerennya unlimited :),Kobi kerennya unlimited,positif
1198,@nurlianas144,UgyTLKwZkWVW5VEOkth4AaABAg,Moga trending,Moga trending,positif
1199,@azmynadyam6481,UgxbrH80qSd0ag7OMlt4AaABAg,kenapa kalau bersin selalu nutup matanya?,Bersin nutup matanya,netral
1200,@aminaha4425,UgxqYC0KkqoEZJcFpvF4AaABAg,Klo aku pribadi dr awal setuju... Banget... Tp org lain gk sama,Klo pribadi dr setuju banget tp org gk,positif
1201,@franklinfelixv-spec,UgylXXtjmS3JWwPkbCh4AaABAg,6:18 aku sedih sama Abang ojol nya ðŸ˜­,Sedih abang ojol nya,netral
1202,@Zelgti3,UgyqDNk5lGDV5_jMXWt4AaABAg,Mau request kak Kalo semua barang berteknologi mati selamanya apa yg terjadi???,Request kak kalo barang berteknologi mati yg,netral
1203,@kyoo_o,Ugx_chPZUTxDZBxDBWV4AaABAg,Teruskan usahamu,Teruskan usahamu,positif
1204,@kyoo_o,UgxCz9dREE_J06JQvxZ4AaABAg,Mantap,Mantap,positif
1205,@aqilahumaira9420,UgyIZLPNqzBMGJy3GKh4AaABAg,"Gimana mau baik SDM pendidikan aja mahal, hanya orang yg mampu yang bisa kejuruan tinggi.",Gimana sdm pendidikan aja mahal orang yg kejuruan,netral
1206,@hayjors,UgxMPokG0PRpbSnU6494AaABAg,akun ini sangat bagus sih menjelaskan hal-hal apapun menjadi simple dan gampang dimengerti.. Kalian yang menonton ini pasti kalian semua terdidik dan tidak suka keributan apalagi perang2an. ðŸ‘ðŸ‘âœŒï¸,Akun bagus sih halhal apapun simple gampang dimengerti menonton terdidik suka keributan perangan,positif
1207,@HardAkito,UgzJ1yVKexF6m9mKyOV4AaABAg,"Posisi yang netral ini cukup dapat diprediksi, paling mungkin, jika tidak mendukung, dari Kok Bisa?. Penolakan ini sudah cukup jelas sesuai diterangkan dalam video, jika penonton tidak terlena dengan narasi \'obyektif\': ketidaksertaan para buruh. Ini adalah undang-undang yang sejak dalam pembahasannya hanya dan hanya mempertimbangkan kepentingan oligarki. Mengambil \'obyektif\' dari yang nyata menyengsarakan rakyat pekerja adalah suatu posisi yang menyedihkan! Komplain mengenai korupsi dan perkara-perkara birokratis lainnya tidaklah berarti ketika seluruh kekuatan politik hari ini berada pada oligarki yang sama yang memungkinkan segala masalah tersebut. Sebuah politik kelas buruh yang mandiri dibutuhkan.",Posisi netral diprediksi mendukung penolakan sesuai diterangkan video penonton terlena narasi obyektif ketidaksertaan buruh undangundang pembahasannya mempertimbangkan kepentingan oligarki mengambil obyektif nyata menyengsarakan rakyat pekerja posisi menyedihkan komplain korupsi perkaraperkara birokratis kekuatan politik oligarki politik kelas buruh mandiri dibutuhkan,positif
1208,@dimaspanjiwardana2714,UgyjAnmC1hoO2Ejtw0F4AaABAg,"Emang penting jadi negara maju, negara maju apa negara makmur ya enaknya",Emang negara maju negara maju negara makmur ya enaknya,positif
1209,@Rizky-yt8oz,UgzDd6VkaDlBwoRf_wR4AaABAg,"Terimakasih kok bisa... Aku terharu,, ada konten sebagus dan se objektif iniiðŸ˜­ðŸ™",Terimakasih terharu konten sebagus objektif inii,positif
